id,month,date_of_week,year,hour,police_division,fatalities,injury_collision,fail_to_remain_collision,property_damage_collision,automobile,motorcycle,passenger,bicycle,pedestrian
12137,March,Sunday,2014,16,D53,0,1,0,0,1,0,1,NO,0
12138,March,Sunday,2014,15,D13,0,0,0,1,1,0,0,NO,0
12139,March,Sunday,2014,15,D55,0,1,0,0,1,0,0,NO,0
12140,March,Sunday,2014,15,D41,0,1,0,0,1,0,0,NO,0
12141,March,Sunday,2014,14,D43,0,1,0,0,1,0,0,NO,0
12142,March,Sunday,2014,14,D43,0,0,0,1,1,0,0,NO,0
12143,March,Sunday,2014,14,D55,0,0,0,1,1,0,0,NO,0
12144,March,Sunday,2014,13,D12,0,0,1,0,1,0,0,NO,0
12145,March,Sunday,2014,14,D41,0,0,0,1,1,0,0,NO,0
12146,March,Sunday,2014,12,D43,0,0,1,0,1,0,0,NO,0
12147,March,Sunday,2014,11,D53,0,0,0,1,1,0,0,NO,0
12148,March,Sunday,2014,11,D41,0,0,0,1,1,0,0,NO,0
12149,March,Sunday,2014,11,D31,0,0,1,0,1,0,0,NO,0
12150,March,Sunday,2014,11,D23,0,1,0,0,1,0,0,NO,0
12151,March,Sunday,2014,10,D23,0,0,0,1,1,0,0,NO,0
12152,March,Sunday,2014,9,D12,0,1,0,0,1,0,1,NO,0
12153,March,Sunday,2014,10,D11,0,0,0,1,1,0,0,NO,0
12154,March,Sunday,2014,14,D33,0,0,0,1,1,0,0,NO,0
12155,March,Sunday,2014,10,D23,0,0,0,1,1,0,0,NO,0
12156,March,Sunday,2014,6,D43,0,0,0,1,1,0,0,NO,0
12157,March,Sunday,2014,9,D53,0,0,0,1,1,0,0,NO,0
12158,March,Sunday,2014,0,D51,0,0,0,1,1,0,0,NO,0
12159,March,Sunday,2014,13,D55,0,0,0,1,1,0,0,NO,0
12160,March,Sunday,2014,10,D41,0,0,0,1,1,0,0,NO,0
12161,March,Sunday,2014,13,D43,0,0,1,0,1,0,0,NO,0
12162,March,Sunday,2014,18,D53,0,0,0,1,1,0,0,NO,0
12163,March,Sunday,2014,14,D55,0,0,0,1,1,0,0,NO,0
12164,March,Sunday,2014,10,D14,0,0,1,0,1,0,0,NO,0
12165,March,Sunday,2014,20,D55,0,0,0,1,1,0,0,NO,0
12166,March,Sunday,2014,9,D32,0,0,0,1,1,0,0,NO,0
12167,March,Sunday,2014,21,D12,0,0,0,1,1,0,0,NO,0
12168,March,Sunday,2014,15,D33,0,0,0,1,1,0,0,NO,0
12169,March,Sunday,2014,0,D22,0,0,0,1,1,0,0,NO,0
12170,March,Sunday,2014,0,D33,0,0,0,1,1,0,0,NO,0
12171,March,Sunday,2014,0,D14,0,0,0,1,1,0,0,NO,0
12172,March,Sunday,2014,0,D32,0,0,1,0,1,0,0,NO,0
12173,March,Sunday,2014,1,D32,0,0,0,1,1,0,1,NO,0
12174,March,Sunday,2014,2,D22,0,0,0,1,1,0,0,NO,0
12175,March,Sunday,2014,2,D51,0,0,0,1,1,0,0,NO,0
12176,March,Sunday,2014,2,D33,0,0,0,1,1,0,0,NO,0
12177,March,Sunday,2014,3,D52,0,0,1,0,1,0,0,NO,0
12178,March,Sunday,2014,3,D33,0,0,0,1,1,0,0,NO,0
12179,March,Sunday,2014,3,D22,0,0,0,1,1,0,0,NO,0
12180,March,Sunday,2014,4,D23,0,0,0,1,1,0,0,NO,0
12181,March,Sunday,2014,6,D11,0,0,0,1,1,0,0,NO,0
12182,March,Sunday,2014,7,D52,0,1,0,0,1,0,1,NO,0
12183,March,Sunday,2014,7,D32,0,1,0,0,1,0,0,NO,0
12184,March,Sunday,2014,8,D23,0,0,0,1,1,0,0,NO,0
12185,March,Sunday,2014,9,D14,0,0,1,0,1,0,0,NO,0
12186,March,Sunday,2014,14,D41,0,0,0,1,1,0,0,NO,0
12187,March,Sunday,2014,10,D33,0,0,1,0,1,0,0,NO,0
12189,March,Sunday,2014,14,D42,0,0,0,1,1,0,0,NO,0
12190,March,Sunday,2014,15,D41,0,0,0,1,1,0,0,NO,0
12191,March,Sunday,2014,2,D53,0,0,1,0,1,0,0,NO,0
12192,March,Sunday,2014,11,D31,0,0,0,1,1,0,0,NO,0
12193,March,Sunday,2014,11,D55,0,0,1,0,1,0,0,NO,0
12194,March,Sunday,2014,12,D12,0,0,0,1,1,0,0,NO,0
12195,March,Sunday,2014,15,D42,0,0,0,1,1,0,0,NO,0
12196,March,Sunday,2014,15,D55,0,0,0,1,1,0,0,NO,0
12197,March,Sunday,2014,15,D41,0,0,0,1,1,0,0,NO,0
12198,March,Sunday,2014,11,D31,0,0,0,1,1,0,0,NO,0
12199,March,Sunday,2014,11,D41,0,0,0,1,1,0,0,NO,0
12200,March,Sunday,2014,16,D43,0,0,0,1,1,0,0,NO,0
12201,March,Sunday,2014,12,D32,0,0,0,1,1,0,0,NO,0
12202,March,Sunday,2014,17,D42,0,0,0,1,1,0,0,NO,0
12203,March,Sunday,2014,22,D14,0,0,0,1,1,0,0,NO,0
12204,March,Sunday,2014,20,D43,0,0,0,1,1,0,0,NO,0
12205,March,Sunday,2014,11,D14,0,0,1,0,1,0,0,NO,0
12206,March,Sunday,2014,20,D14,0,0,0,1,1,0,0,NO,0
12207,March,Sunday,2014,10,D53,0,0,1,0,1,0,0,NO,0
12208,March,Sunday,2014,11,D33,0,0,0,1,1,0,0,NO,0
12209,March,Sunday,2014,20,D14,0,0,1,0,1,0,0,NO,0
12210,March,Sunday,2014,10,D22,0,0,0,1,1,0,0,NO,0
12211,March,Sunday,2014,11,D23,0,0,0,1,1,0,0,NO,0
12212,March,Sunday,2014,21,D22,0,0,1,0,1,0,0,NO,0
12213,March,Sunday,2014,10,D51,0,0,0,1,1,0,0,NO,0
12214,March,Sunday,2014,5,D23,0,0,0,1,1,0,0,NO,0
12215,March,Sunday,2014,23,D42,0,0,1,0,1,0,0,NO,0
12216,March,Sunday,2014,4,D53,0,0,0,1,1,0,0,NO,0
12217,March,Sunday,2014,9,D51,0,0,0,1,1,0,0,NO,0
12218,March,Sunday,2014,16,D42,0,0,0,1,1,0,0,NO,0
12219,March,Sunday,2014,2,D51,0,0,0,1,1,0,0,NO,0
12220,March,Sunday,2014,8,D42,0,0,0,1,1,0,0,NO,0
12221,March,Sunday,2014,13,D32,0,0,0,1,1,0,0,NO,0
12222,March,Sunday,2014,14,D43,0,0,0,1,1,0,0,NO,0
12223,March,Sunday,2014,16,D22,0,0,0,1,1,0,1,NO,0
12224,March,Sunday,2014,17,D23,0,0,0,1,1,0,0,NO,0
12225,March,Sunday,2014,16,D52,0,0,0,1,1,0,0,NO,0
12226,March,Sunday,2014,17,D31,0,0,0,1,1,0,0,NO,0
12227,March,Sunday,2014,17,D41,0,0,0,1,1,0,0,NO,0
12228,March,Sunday,2014,6,NSA,0,0,0,1,1,0,0,NO,0
12229,March,Sunday,2014,11,NSA,0,0,0,1,1,0,0,NO,0
12230,March,Sunday,2014,13,NSA,0,0,0,1,1,0,0,NO,0
12231,March,Sunday,2014,14,NSA,0,0,0,1,1,0,0,NO,0
12232,March,Sunday,2014,15,NSA,0,0,1,0,1,0,1,NO,0
12233,March,Sunday,2014,13,NSA,0,0,1,0,1,0,0,NO,0
12234,March,Sunday,2014,9,NSA,0,0,1,0,1,0,0,NO,0
12235,March,Sunday,2014,11,NSA,0,0,0,1,1,0,0,NO,0
12236,March,Sunday,2014,17,NSA,0,0,0,1,1,0,0,NO,0
12237,March,Sunday,2014,12,NSA,0,0,0,1,1,0,0,NO,0
12238,March,Sunday,2014,17,NSA,0,0,1,0,1,0,0,NO,0
12239,March,Sunday,2014,9,NSA,0,0,0,1,1,0,0,NO,0
12240,March,Sunday,2014,21,NSA,0,0,0,1,1,0,0,NO,0
12241,March,Sunday,2014,21,NSA,0,0,0,1,1,0,0,NO,0
12242,March,Sunday,2014,15,D12,0,0,0,1,1,0,0,NO,0
12243,March,Sunday,2014,2,NSA,0,0,0,1,1,0,0,NO,0
12244,March,Sunday,2014,9,NSA,0,1,0,0,1,0,0,NO,0
12245,March,Sunday,2014,17,NSA,0,0,1,0,1,0,0,NO,0
12246,March,Sunday,2014,18,D42,0,0,0,1,1,0,0,NO,0
12247,March,Sunday,2014,17,D53,0,0,0,1,1,0,0,NO,0
12248,March,Sunday,2014,11,NSA,0,0,1,0,1,0,0,NO,0
12249,March,Sunday,2014,15,D32,0,0,0,1,1,0,0,NO,0
12250,March,Sunday,2014,12,D32,0,1,0,0,1,0,0,NO,0
12252,March,Sunday,2014,15,D11,0,0,0,1,1,0,0,NO,0
12253,March,Sunday,2014,18,NSA,0,0,0,1,1,0,0,NO,0
12254,March,Sunday,2014,14,D23,0,0,1,0,1,0,0,NO,0
12255,March,Sunday,2014,13,D32,0,0,0,1,1,0,0,NO,0
12256,March,Sunday,2014,18,D43,0,0,0,1,1,0,0,NO,0
12257,March,Sunday,2014,22,D23,0,0,0,1,1,0,0,NO,0
12258,March,Sunday,2014,12,D33,0,0,0,1,1,0,0,NO,0
12259,March,Sunday,2014,16,D41,0,0,0,1,1,0,0,NO,0
12260,March,Sunday,2014,12,D42,0,0,0,1,1,0,0,NO,0
12261,March,Sunday,2014,19,D53,0,0,1,0,1,0,0,NO,0
12262,March,Sunday,2014,12,D23,0,0,1,0,1,0,0,NO,0
12263,March,Sunday,2014,12,D13,0,0,0,1,1,0,0,NO,0
12264,March,Sunday,2014,9,D51,0,0,0,1,1,0,0,NO,0
12265,March,Sunday,2014,9,D43,0,0,0,1,1,0,0,NO,0
12266,March,Sunday,2014,17,D32,0,0,0,1,1,0,0,NO,0
12267,March,Sunday,2014,9,D32,0,0,0,1,1,0,0,NO,0
12268,March,Sunday,2014,16,D41,0,0,0,1,1,0,0,NO,0
12269,March,Sunday,2014,10,D55,0,0,0,1,1,0,0,NO,0
12270,March,Sunday,2014,1,D33,0,0,0,1,1,0,0,NO,0
12271,March,Sunday,2014,11,D32,0,0,0,1,1,0,0,NO,0
12272,March,Sunday,2014,9,D55,0,0,0,1,1,0,0,NO,0
12273,March,Sunday,2014,15,D53,0,0,0,1,1,0,0,NO,0
12274,March,Sunday,2014,12,D42,0,0,0,1,1,0,0,NO,0
12275,March,Sunday,2014,14,D32,0,0,0,1,1,0,0,NO,0
12277,March,Sunday,2014,12,D31,0,0,0,1,1,0,0,NO,0
12278,March,Sunday,2014,15,D33,0,0,1,0,1,0,0,NO,0
12279,March,Sunday,2014,1,D33,0,0,0,1,1,0,0,NO,0
12280,March,Sunday,2014,13,D41,0,0,1,0,1,0,0,NO,0
12281,March,Sunday,2014,16,D53,0,1,0,0,1,0,0,NO,1
12282,March,Sunday,2014,12,D42,0,0,0,1,1,0,0,NO,0
12283,March,Sunday,2014,22,D12,0,1,0,0,1,0,0,NO,0
12284,March,Sunday,2014,22,D41,0,0,0,1,1,0,1,NO,0
12285,March,Sunday,2014,10,D33,0,0,0,1,1,0,0,NO,0
12286,March,Sunday,2014,11,D43,0,0,1,0,1,0,0,NO,0
12287,March,Sunday,2014,9,D43,0,0,0,1,1,0,0,NO,0
12288,March,Sunday,2014,9,D12,0,0,0,1,1,0,0,NO,0
12289,March,Sunday,2014,9,D51,0,0,0,1,1,0,0,NO,0
12290,March,Sunday,2014,13,D33,0,0,0,1,1,0,0,NO,0
12291,March,Sunday,2014,0,D14,0,0,0,1,1,0,0,NO,0
12292,March,Sunday,2014,9,D42,0,0,0,1,1,0,0,NO,0
12293,March,Sunday,2014,10,D55,0,0,0,1,1,0,0,NO,0
12294,March,Sunday,2014,11,D43,0,0,0,1,1,0,0,NO,0
12295,March,Sunday,2014,22,D55,0,0,0,1,1,0,0,NO,0
12296,March,Sunday,2014,21,D33,0,0,0,1,1,0,0,NO,0
12297,March,Sunday,2014,21,D41,0,1,0,0,1,0,1,NO,0
12298,March,Sunday,2014,20,D42,0,0,0,1,1,0,0,NO,0
12299,March,Monday,2014,9,D55,0,1,0,0,1,0,0,NO,0
12300,March,Monday,2014,8,NSA,0,1,0,0,1,0,1,NO,0
12301,March,Monday,2014,9,D33,0,1,0,0,1,0,0,NO,0
12302,March,Monday,2014,18,D22,0,0,0,1,1,0,0,NO,0
12303,March,Monday,2014,18,D32,0,1,0,0,1,0,1,NO,0
12304,March,Monday,2014,6,D55,0,0,0,1,1,0,0,NO,0
12305,March,Monday,2014,7,D41,0,0,1,0,1,0,0,NO,0
12306,March,Monday,2014,8,D41,0,0,0,1,1,0,0,NO,0
12307,March,Monday,2014,7,D42,0,0,0,1,1,0,0,NO,0
12308,March,Monday,2014,7,D43,0,0,0,1,1,0,0,NO,0
12309,March,Monday,2014,8,D32,0,0,0,1,1,0,1,NO,0
12310,March,Monday,2014,7,D42,0,0,0,1,1,0,0,NO,0
12311,March,Monday,2014,8,D43,0,0,0,1,1,0,0,NO,0
12312,March,Monday,2014,7,D33,0,0,0,1,1,0,0,NO,0
12313,March,Monday,2014,8,D43,0,0,0,1,1,0,0,NO,0
12314,March,Monday,2014,7,D32,0,0,0,1,1,0,0,NO,0
12315,March,Monday,2014,8,D33,0,0,0,1,1,0,0,NO,0
12316,March,Monday,2014,9,D31,0,0,0,1,1,0,0,NO,0
12317,March,Monday,2014,8,D55,0,0,0,1,1,0,0,NO,0
12318,March,Monday,2014,9,D43,0,0,0,1,1,0,0,NO,0
12319,March,Monday,2014,10,D32,0,0,0,1,1,0,0,NO,0
12320,March,Monday,2014,9,D42,0,0,0,1,1,0,0,NO,0
12321,March,Monday,2014,8,D41,0,0,0,1,1,0,0,NO,0
12322,March,Monday,2014,9,D51,0,0,0,1,1,0,0,NO,0
12323,March,Monday,2014,8,D41,0,0,1,0,1,0,0,NO,0
12324,March,Monday,2014,9,D42,0,0,0,1,1,0,0,NO,0
12325,March,Monday,2014,8,D13,0,0,0,1,1,0,0,NO,0
12326,March,Monday,2014,9,D55,0,0,0,1,1,0,0,NO,0
12327,March,Monday,2014,9,D13,0,0,0,1,1,0,0,NO,0
12328,March,Monday,2014,14,D53,0,0,0,1,1,0,0,NO,0
12329,March,Monday,2014,18,D53,0,0,0,1,1,0,0,NO,0
12330,March,Monday,2014,23,D42,0,0,1,0,1,0,0,NO,0
12331,March,Monday,2014,16,D22,0,0,0,1,1,0,0,NO,0
12332,March,Monday,2014,10,D13,0,0,0,1,1,0,0,NO,0
12333,March,Monday,2014,9,D42,0,0,0,1,1,0,0,NO,0
12334,March,Monday,2014,14,D32,0,0,0,1,1,0,0,NO,0
12335,March,Monday,2014,16,NSA,0,0,1,0,1,0,0,NO,0
12336,March,Monday,2014,9,NSA,0,0,0,1,1,0,0,NO,0
12337,March,Monday,2014,9,NSA,0,0,0,1,1,0,0,NO,0
12338,March,Monday,2014,8,D41,0,0,0,1,1,0,0,NO,0
12339,March,Monday,2014,9,D32,0,0,0,1,1,0,0,NO,0
12340,March,Monday,2014,16,D32,0,0,0,1,1,0,0,NO,0
12341,March,Monday,2014,13,D32,0,0,0,1,1,0,0,NO,0
12342,March,Monday,2014,12,D51,0,0,0,1,1,0,0,NO,0
12343,March,Monday,2014,9,D53,0,0,0,1,1,0,0,NO,0
12344,March,Monday,2014,15,D42,0,0,0,1,1,0,0,NO,0
12345,March,Monday,2014,11,D53,0,0,0,1,1,0,0,NO,0
12346,March,Monday,2014,9,NSA,0,0,0,1,1,0,0,NO,0
12347,March,Monday,2014,7,NSA,0,0,0,1,1,0,0,NO,0
12348,March,Monday,2014,16,NSA,0,0,0,1,1,0,0,NO,0
12349,March,Monday,2014,13,D53,0,0,0,1,1,0,0,NO,0
12350,March,Monday,2014,15,D11,0,0,0,1,1,0,0,NO,0
12351,March,Monday,2014,17,NSA,0,0,0,1,1,0,0,NO,0
12352,March,Monday,2014,10,NSA,0,0,0,1,1,0,0,NO,0
12353,March,Monday,2014,8,D14,0,0,0,1,1,0,0,NO,0
12354,March,Monday,2014,16,D52,0,0,0,1,1,0,0,NO,0
12355,March,Monday,2014,16,D42,0,0,0,1,1,0,0,NO,0
12356,March,Monday,2014,8,D42,0,0,0,1,1,0,0,NO,0
12357,March,Monday,2014,16,D22,0,0,1,0,1,0,0,NO,0
12358,March,Monday,2014,16,D41,0,0,1,1,1,0,0,NO,0
12359,March,Monday,2014,12,D32,0,0,0,1,1,0,0,NO,0
12360,March,Monday,2014,12,D22,0,0,0,1,1,0,0,NO,0
12361,March,Monday,2014,17,D55,0,0,0,1,1,0,0,NO,0
12362,March,Monday,2014,14,D23,0,0,0,1,1,0,0,NO,0
12363,March,Monday,2014,17,D55,0,0,0,1,1,0,0,NO,0
12364,March,Monday,2014,9,D42,0,0,0,1,1,0,0,NO,0
12365,March,Monday,2014,17,D55,0,0,0,1,1,0,0,NO,0
12366,March,Monday,2014,8,D13,0,0,0,1,1,0,0,NO,0
12367,March,Monday,2014,14,D22,0,0,0,1,1,0,0,NO,0
12368,March,Monday,2014,17,D41,0,0,0,1,1,0,0,NO,0
12369,March,Monday,2014,17,D42,0,0,1,0,1,0,0,NO,0
12370,March,Monday,2014,8,D22,0,0,0,1,1,0,0,NO,0
12371,March,Monday,2014,17,NSA,0,0,1,0,1,0,0,NO,0
12372,March,Monday,2014,15,NSA,0,0,0,1,1,0,0,NO,0
12373,March,Monday,2014,18,D41,0,0,0,1,1,0,0,NO,0
12374,March,Monday,2014,17,D55,0,0,0,1,1,0,0,NO,0
12375,March,Monday,2014,14,D14,0,0,0,1,1,0,0,NO,0
12376,March,Monday,2014,16,D31,0,0,0,1,1,0,0,NO,0
12377,March,Monday,2014,9,NSA,0,0,1,0,1,0,0,NO,0
12378,March,Monday,2014,9,D53,0,0,0,1,1,0,0,NO,0
12379,March,Monday,2014,12,D32,0,0,0,1,1,0,0,NO,0
12380,March,Monday,2014,18,D55,0,0,0,1,1,0,0,NO,0
12381,March,Monday,2014,15,D32,0,0,1,0,1,0,0,NO,0
12382,March,Monday,2014,14,D33,0,0,0,1,1,0,0,NO,0
12383,March,Monday,2014,19,D22,0,0,0,1,1,0,0,NO,0
12384,March,Monday,2014,14,D53,0,0,0,1,1,0,0,NO,0
12385,March,Monday,2014,13,D42,0,0,0,1,1,0,0,NO,0
12386,March,Monday,2014,18,D51,0,0,0,1,1,0,0,NO,0
12387,March,Monday,2014,17,D32,0,0,0,1,1,0,0,NO,0
12388,March,Monday,2014,17,D13,0,0,0,1,1,0,0,NO,0
12389,March,Monday,2014,14,D14,0,0,0,1,1,0,0,NO,0
12390,March,Monday,2014,13,D22,0,0,1,0,1,0,0,NO,0
12391,March,Monday,2014,15,D22,0,0,0,1,1,0,0,NO,0
12392,March,Monday,2014,15,D33,0,0,0,1,1,0,0,NO,0
12393,March,Monday,2014,12,D55,0,0,0,1,1,0,0,NO,0
12394,March,Monday,2014,15,D41,0,0,0,1,1,0,0,NO,0
12395,March,Monday,2014,8,D51,0,0,0,1,1,0,0,NO,0
12396,March,Monday,2014,19,NSA,0,0,0,1,1,0,0,NO,0
12397,March,Monday,2014,7,NSA,0,0,0,1,1,0,0,NO,0
12398,March,Monday,2014,15,D41,0,0,0,1,1,0,0,NO,0
12399,March,Monday,2014,16,NSA,0,0,0,1,1,0,0,NO,0
12400,March,Monday,2014,17,D41,0,0,0,1,1,0,0,NO,0
12401,March,Monday,2014,15,D32,0,0,0,1,1,0,0,NO,0
12402,March,Monday,2014,14,D23,0,0,0,1,1,0,0,NO,0
12403,March,Monday,2014,18,D52,0,0,0,1,1,0,0,NO,0
12404,March,Monday,2014,7,D55,0,0,0,1,1,0,0,NO,0
12405,March,Monday,2014,17,D31,0,0,1,0,1,0,0,NO,0
12406,March,Monday,2014,9,NSA,0,0,1,0,1,0,0,NO,0
12407,March,Monday,2014,17,D51,0,0,0,1,1,0,0,NO,0
12408,March,Monday,2014,22,NSA,0,0,1,0,1,0,0,NO,0
12409,March,Monday,2014,9,D11,0,0,0,1,1,0,0,NO,0
12410,March,Monday,2014,19,D52,0,0,0,1,1,0,0,NO,0
12411,March,Monday,2014,17,D33,0,0,0,1,1,0,0,NO,0
12412,March,Monday,2014,11,D43,0,0,0,1,1,0,0,NO,0
12413,March,Monday,2014,9,D33,0,0,0,1,1,0,0,NO,0
12414,March,Monday,2014,10,D22,0,0,1,0,1,0,0,NO,0
12415,March,Monday,2014,16,NSA,0,0,0,1,1,0,0,NO,0
12416,March,Monday,2014,16,D32,0,0,0,1,1,0,0,NO,0
12417,March,Monday,2014,13,D23,0,0,0,1,1,0,0,NO,0
12418,March,Monday,2014,11,D55,0,0,1,0,1,0,0,NO,0
12419,March,Monday,2014,17,D41,0,0,0,1,1,0,0,NO,0
12420,March,Monday,2014,15,NSA,0,0,1,0,1,0,0,NO,0
12421,March,Monday,2014,8,D53,0,0,0,1,1,0,0,NO,0
12422,March,Monday,2014,12,D41,0,0,0,1,1,0,0,NO,0
12423,March,Monday,2014,17,D33,0,0,0,1,1,0,0,NO,0
12424,March,Monday,2014,15,NSA,0,0,0,1,1,0,0,NO,0
12425,March,Monday,2014,9,D22,0,0,0,1,1,0,0,NO,0
12426,March,Monday,2014,17,D23,0,0,0,1,1,0,0,NO,0
12427,March,Monday,2014,20,D12,0,0,1,0,1,0,0,NO,0
12428,March,Monday,2014,9,D11,0,0,0,1,1,0,0,NO,0
12429,March,Monday,2014,16,NSA,0,0,0,1,1,0,0,NO,0
12430,March,Monday,2014,23,D41,0,0,0,1,1,0,0,NO,0
12431,March,Monday,2014,22,D23,0,0,0,1,1,0,0,NO,0
12432,March,Monday,2014,22,D43,0,1,0,0,1,0,1,NO,0
12433,March,Monday,2014,20,D52,0,1,0,0,1,0,0,NO,1
12434,March,Monday,2014,15,D11,0,0,1,0,1,0,0,NO,0
12435,March,Monday,2014,19,D52,0,1,0,0,1,0,0,NO,1
12436,March,Monday,2014,18,D41,0,0,0,1,1,0,0,NO,0
12437,March,Monday,2014,17,D42,0,1,0,0,1,0,0,YES,0
12438,March,Monday,2014,17,D52,0,1,0,0,1,0,1,NO,0
12439,March,Monday,2014,17,D23,0,1,0,0,1,0,1,NO,0
12440,March,Monday,2014,16,D55,0,0,1,0,1,0,0,NO,1
12441,March,Monday,2014,17,D32,0,1,0,0,1,0,0,NO,0
12442,March,Monday,2014,17,D33,0,1,0,0,1,0,0,NO,0
12443,March,Monday,2014,16,D55,0,0,0,1,1,0,0,NO,0
12444,March,Monday,2014,16,D13,0,0,0,1,1,0,0,NO,0
12445,March,Monday,2014,16,D33,0,0,0,1,1,0,0,NO,0
12446,March,Monday,2014,16,D43,0,1,0,0,1,0,1,NO,0
12447,March,Monday,2014,16,D22,0,0,0,1,1,0,1,NO,0
12448,March,Monday,2014,16,D33,0,1,0,0,1,0,0,NO,0
12449,March,Monday,2014,12,D33,0,0,0,1,1,0,0,NO,0
12450,March,Monday,2014,16,D22,0,1,0,0,1,0,1,NO,0
12451,March,Monday,2014,15,D42,0,0,0,1,1,0,0,NO,0
12452,March,Monday,2014,15,D14,0,1,0,0,1,0,0,NO,0
12453,March,Monday,2014,15,D33,0,1,0,0,1,0,1,NO,0
12454,March,Monday,2014,15,D12,0,1,0,0,1,0,0,NO,0
12455,March,Monday,2014,14,D53,0,1,0,0,1,0,1,NO,0
12456,March,Monday,2014,13,D12,0,1,0,0,1,0,0,NO,0
12457,March,Monday,2014,13,D23,0,0,1,0,1,0,0,NO,0
12458,March,Monday,2014,13,D52,0,1,0,0,1,0,0,NO,1
12459,March,Monday,2014,12,D31,0,1,0,0,1,0,1,NO,0
12460,March,Monday,2014,12,D13,0,1,0,0,1,0,0,NO,1
12461,March,Monday,2014,11,D12,0,1,0,0,1,0,0,NO,0
12462,March,Monday,2014,11,D23,0,1,0,0,1,0,0,NO,0
12463,March,Monday,2014,11,D55,0,0,0,1,1,0,0,NO,0
12464,March,Monday,2014,11,D52,0,0,0,1,1,0,0,NO,0
12465,March,Monday,2014,10,D11,0,1,0,0,1,0,1,NO,0
12466,March,Monday,2014,10,D32,0,0,1,0,1,0,0,NO,0
12467,March,Monday,2014,15,D22,0,0,0,1,1,0,0,NO,0
12468,March,Monday,2014,10,D51,0,1,0,0,1,0,0,NO,1
12469,March,Monday,2014,10,D22,0,0,0,1,1,0,0,NO,0
12470,March,Monday,2014,9,D14,0,1,0,0,1,0,0,NO,1
12471,March,Monday,2014,9,D11,0,1,0,0,1,0,0,NO,0
12472,March,Monday,2014,8,D42,0,1,0,0,1,0,1,NO,0
12473,March,Monday,2014,8,D55,0,0,0,1,1,0,0,NO,0
12474,March,Monday,2014,8,D14,0,0,0,1,1,0,0,NO,0
12475,March,Monday,2014,8,D23,0,1,0,0,1,0,1,NO,0
12476,March,Monday,2014,8,D53,0,0,0,1,1,0,0,NO,0
12477,March,Monday,2014,7,D41,0,1,0,0,1,0,0,NO,1
12478,March,Monday,2014,7,D41,0,1,0,0,1,0,0,NO,0
12479,March,Monday,2014,7,D51,0,0,0,1,1,0,0,NO,0
12480,March,Monday,2014,6,D22,0,0,0,1,1,0,0,NO,0
12481,March,Monday,2014,4,D41,0,0,0,1,1,0,0,NO,0
12482,March,Monday,2014,4,D22,0,0,0,1,1,0,0,NO,0
12483,March,Monday,2014,13,D53,0,0,0,1,1,0,0,NO,0
12484,March,Monday,2014,16,D41,0,0,1,0,1,0,0,NO,0
12485,March,Monday,2014,10,NSA,0,0,0,1,1,0,0,NO,0
12486,March,Monday,2014,11,D42,0,0,0,1,1,0,0,NO,0
12487,March,Monday,2014,7,D31,0,0,0,1,1,0,0,NO,0
12488,March,Monday,2014,9,D32,0,0,0,1,1,0,0,NO,0
12489,March,Monday,2014,19,D33,0,0,0,1,1,0,0,NO,0
12490,March,Monday,2014,11,NSA,0,1,0,0,1,0,0,NO,0
12491,March,Monday,2014,10,D33,0,0,0,1,1,0,0,NO,0
12492,March,Monday,2014,18,D22,0,0,0,1,1,0,0,NO,0
12493,March,Monday,2014,11,D32,0,0,0,1,1,0,0,NO,0
12494,March,Monday,2014,8,D52,0,1,0,0,1,0,1,NO,0
12495,March,Monday,2014,10,D52,0,0,0,1,1,0,0,NO,0
12496,March,Monday,2014,23,D14,0,1,0,0,1,0,0,NO,0
12497,March,Monday,2014,17,NSA,0,0,0,1,1,0,0,NO,0
12498,March,Monday,2014,14,D33,0,0,1,0,1,0,0,NO,0
12500,March,Monday,2014,16,D22,0,0,0,1,1,0,0,NO,0
12501,March,Monday,2014,8,D41,0,0,0,1,1,0,0,NO,0
12502,March,Monday,2014,9,D55,0,0,0,1,1,0,0,NO,0
12503,March,Monday,2014,17,D52,0,0,0,1,1,0,0,NO,0
12504,March,Monday,2014,19,D31,0,0,0,1,1,0,0,NO,0
12505,March,Monday,2014,15,D41,0,0,0,1,1,0,0,NO,0
12506,March,Monday,2014,12,D14,0,0,0,1,1,0,0,NO,0
12507,March,Monday,2014,16,D53,0,0,0,1,1,0,0,NO,0
12508,March,Monday,2014,10,D22,0,0,0,1,1,0,0,NO,0
12509,March,Monday,2014,10,D53,0,0,0,1,1,0,0,NO,0
12510,March,Monday,2014,16,D42,0,0,0,1,1,0,0,NO,0
12511,March,Monday,2014,9,D12,0,1,0,0,1,0,1,NO,0
12512,March,Monday,2014,10,D42,0,0,0,1,1,0,0,NO,0
12513,March,Monday,2014,9,NSA,0,0,0,1,1,0,0,NO,0
12514,March,Monday,2014,10,D33,0,0,0,1,1,0,0,NO,0
12515,March,Monday,2014,18,D41,0,0,0,1,1,0,0,NO,0
12516,March,Monday,2014,12,NSA,0,0,0,1,1,0,0,NO,0
12517,March,Monday,2014,16,D33,0,0,0,1,1,0,0,NO,0
12518,March,Monday,2014,10,D42,0,0,0,1,1,0,0,NO,0
12519,March,Monday,2014,10,D43,0,0,0,1,1,0,0,NO,0
12520,March,Monday,2014,8,D53,0,0,0,1,1,0,0,NO,0
12521,March,Monday,2014,19,D55,0,0,0,1,1,0,0,NO,0
